1577836800000,7474.0,7195.24,7196.25,7175.46,7177.02,511.814901,7182.0038304930672583133721618628684669733755954089
1577840400000,8621.0,7176.47,7230.0,7175.71,7216.27,883.052603,7209.0298125906322706349578587902084469593030575099
1577844000000,7121.0,7215.52,7244.87,7211.41,7242.85,655.156809,7229.9017931619787225625857763160330674362265538173
1577847600000,8142.0,7242.66,7245.0,7220.0,7225.01,783.724867,7231.3225363130273114072313849395823751500282560257
1577851200000,5761.0,7225.0,7230.0,7215.03,7217.27,467.812578,7223.1787016867468663914376410802703983730852144809
1577854800000,5694.0,7217.26,7229.76,7216.65,7224.21,344.670596,7222.8593779937061994113359179615078043965200907361
1577858400000,7489.0,7224.24,7236.27,7221.51,7225.62,621.467023,7229.7452309195334407952970338057663922096796437741
1577862000000,7277.0,7225.88,7232.94,7199.11,7209.83,627.344854,7218.5703032115570681002190861997570478198263821257
1577865600000,8494.0,7209.83,7210.0,7180.0,7200.64,915.545974,7192.1744576673983604891041768700956572607898333678
1577869200000,6997.0,7200.29,7210.51,7188.0,7188.77,636.386102,7197.3281618316359774934242671440364044908070603968
1577872800000,6269.0,7189.07,7210.0,7185.2,7202.0,537.762804,7201.0079734176631524704709773865282062163600292444
1577876400000,10592.0,7202.01,7237.73,7188.61,7197.2,1076.959481,7214.6060325193887215520970932424522664098260536136
1577880000000,9011.0,7197.2,7233.33,7196.15,7225.59,868.75358,7216.5982196132187449518193640134409575612914308796
1577883600000,6998.0,7225.84,7231.89,7212.88,7221.2,612.180902,7222.2468753582090674236681757837653027601308607958
1577887200000,7747.0,7221.17,7234.97,7208.17,7221.43,617.714185,7222.7516313377197255070320264703003380115028441511
1577890800000,11069.0,7221.6,7255.0,7218.29,7234.19,1393.888792,7233.8600007702838319400160583255482550719871201891
1577894400000,9087.0,7234.2,7246.42,7214.0,7245.37,881.93278,7226.7971570331811456197375949672717687168856565236
1577898000000,9407.0,7244.34,7249.99,7224.92,7236.83,1069.210567,7239.3328621014554563413700343648025319226011727211
1577901600000,7280.0,7237.02,7246.72,7225.17,7240.67,611.693307,7236.761204517805848740470197755490563181852830049
1577905200000,5602.0,7240.8,7241.0,7225.49,7229.48,417.746637,7232.0756355063607609604766249740030821600605727916
1577908800000,5208.0,7229.48,7242.98,7224.68,7236.73,391.834174,7233.9661346752516792983962649465077030264338301437
1577912400000,4844.0,7237.26,7242.75,7227.0,7233.17,285.454078,7233.8693089897282882747956398086560178691859501128
1577916000000,9590.0,7233.32,7234.49,7186.0,7197.99,769.030411,7207.7312621328573181743784121951973106041446259529
1577919600000,7210.0,7197.62,7204.17,7175.15,7200.85,811.25016,7188.0472037129213016118234109192656430415989070498
1577923200000,5223.0,7200.77,7212.5,7185.46,7211.02,391.352377,7200.4468465952871930556844426678926240430117535737
1577926800000,5628.0,7211.04,7211.16,7185.11,7190.99,402.660139,7194.7513546131021426980632915343030763718084347058
1577930400000,13234.0,7190.99,7191.0,7155.35,7169.02,1387.377886,7167.1354042677958613504958230248164702259064261891
1577934000000,12966.0,7169.04,7169.06,7120.37,7129.61,1557.96443,7144.6298379770005403781907909155538294285704584411
1577937600000,11745.0,7129.25,7161.0,7116.7,7142.21,1252.447877,7143.7308146230104552287088910127954171141926092306
1577941200000,6314.0,7142.61,7152.05,7126.93,7138.93,569.50899,7140.2960093486671738052809315617651619511748181534
1577944800000,7376.0,7138.93,7149.02,7121.43,7135.97,687.600665,7138.8452292372637539552117797908179742670842239514
1577948400000,13156.0,7136.04,7140.63,7105.0,7110.57,1548.403823,7119.1285384507152563391727043029911196492828602374
1577952000000,11100.0,7110.98,7157.48,7109.11,7154.36,1114.825128,7138.6346706777047099354581465802769382858761683743
1577955600000,7845.0,7153.57,7165.0,7135.36,7162.01,840.001328,7148.7388433264595981686352762528013527140518996894
1577959200000,12406.0,7162.18,7180.0,7153.33,7161.83,1446.219984,7166.3693051401300509203861201796254531634241336828
1577962800000,8106.0,7161.89,7168.67,7139.03,7139.79,761.15657,7152.6182714377279828248739940588044848643952452516
1577966400000,8498.0,7139.73,7163.4,7139.03,7158.29,794.030497,7153.273433446398218127886339861830269222014529248
1577970000000,12977.0,7158.86,7163.35,7107.43,7131.15,1566.280693,7127.9809620914927539108726024499364750836521994976
1577973600000,10392.0,7131.18,7157.1,7122.34,7135.59,956.300925,7136.6180427795675299592541960575851163168120955232
1577977200000,8416.0,7135.59,7152.0,7120.0,7130.98,862.429718,7133.9908415292108475325058313911209632040996064099
1577980800000,24044.0,7130.37,7146.85,7020.0,7052.32,3604.474152,7080.4898444736135258600128810134410973576042445151
1577984400000,41928.0,7052.32,7053.09,6924.74,6970.04,6183.82554,6977.4861242464595791297178154220696206769119168909
1577988000000,13079.0,6970.04,6989.68,6949.96,6974.02,1513.597939,6969.0565796744653204763646285593944641331861644402
1577991600000,12823.0,6974.02,6995.0,6960.0,6983.27,1397.130602,6978.9484900434383298978086516782201296310879890096
1577995200000,9723.0,6982.63,6983.22,6941.27,6948.49,1138.646334,6961.0243350387496175787977375598347994154258612842
1577998800000,7728.0,6948.16,6985.0,6946.2,6977.73,665.856715,6966.2531062201723083922041696312997309038176479154
1578002400000,8386.0,6977.55,6978.24,6963.02,6974.8,568.324029,6969.62162848523513687294752761544770087488241677
1578006000000,8367.0,6974.8,6974.8,6950.0,6965.71,741.067591,6963.3870771977532073724163171507523124162637952953
1578009600000,11144.0,6965.49,6966.47,6912.88,6937.0,1106.732043,6941.7744800080302725995979859778940185614558916318
