1577836800000,1530.0,7205.88,7205.95,7205.86,7205.92,664.0085,7205.9063055728955276927930892450924950508916678024
1577840400000,1529.0,7205.88,7228.43,7205.86,7215.44,996.5682,7210.8538432783626850625978232096910176343174506271
1577844000000,1530.0,7215.44,7243.24,7205.85,7241.63,832.6837,7229.6097469459291685426290919349087774865774363062
1577847600000,1531.0,7241.46,7244.14,7220.0,7224.95,875.4141,7231.2733670225325363162416506656678250898631858911
1577851200000,1529.0,7224.95,7229.99,7216.12,7219.32,806.4808,7222.8312710147594338265709487442230490794077180759
1577854800000,1529.0,7219.32,7227.99,7218.43,7224.88,726.2294,7222.8674518148122342609649237554965414509519994646
1577858400000,1530.0,7224.88,7235.37,7221.34,7223.71,705.0831,7228.5120506533201547448804261511870019292761378056
1577862000000,1530.0,7223.71,7233.0,7205.86,7208.97,1318.0996,7218.2439966312105701268705339110944271586153277036
1577865600000,1530.0,7208.97,7209.43,7205.86,7205.93,1189.466,7205.9292869262341252293045786932959832395377421465
1577869200000,1530.0,7205.95,7210.8,7205.86,7205.9,768.4261,7205.9524635225169993575179187692869880395785619463
1577872800000,1529.0,7205.93,7207.99,7205.86,7205.93,902.2983,7206.10260088709022282320602842762753736763108165
1577876400000,1531.0,7205.93,7236.59,7205.85,7205.94,1234.637,7214.5667066101210315258654973081156647662430333774
1577880000000,1529.0,7205.89,7226.58,7205.86,7223.97,864.1804,7214.0130127089204985440539961332147778403675899153
1577883600000,1530.0,7223.97,7230.0,7214.65,7221.3,1147.9477,7221.9929428483545025613971786345318693525846168776
1577887200000,1529.0,7221.52,7232.97,7210.0,7220.82,619.1679,7219.9752115573174901347437423677810170714599384109
1577890800000,1529.0,7221.43,7254.4,7219.0,7232.36,444.8174,7226.9405789993826680341191688994180533405392864578
1577894400000,1529.0,7232.36,7246.89,7216.78,7242.39,558.06,7228.4548200390638999390746514711679747697380210013
1577898000000,1530.0,7242.6,7248.81,7226.7,7237.36,1205.7158,7240.2683627990941148817988451341518457334638892515
1577901600000,1530.0,7237.36,7246.67,7226.32,7242.21,756.2185,7237.5682044514912026087698198338178714220823743402
1577905200000,1529.0,7242.22,7242.22,7227.11,7229.73,808.9415,7231.6270090840932255299054381559111505590948171159
1577908800000,1530.0,7229.73,7242.23,7227.11,7237.57,985.9347,7233.9733824298911479634503177543096921124695175046
1577912400000,1529.0,7237.57,7241.14,7227.11,7233.21,896.1412,7232.793960972891325608062657982916085099089295303
1577916000000,1529.0,7233.2,7233.2,7205.86,7205.88,1110.8232,7215.3961856630290040755360529020279734884903376163
1577919600000,1530.0,7205.92,7205.95,7205.86,7205.88,1126.2548,7205.9055786878777342391792692026706567643485293026
1577923200000,1529.0,7205.9,7210.5,7205.71,7209.6,976.0185,7206.1012934355240192680773981230888553854255836339
1577926800000,1529.0,7209.6,7209.6,7200.02,7200.02,661.3777,7200.6278672504379872499481007599742174554721152528
1577930400000,1529.0,7200.02,7200.11,7200.02,7200.03,1047.9549,7200.0632583301056180948245005581824179647425666887
1577934000000,1533.0,7200.05,7200.11,7180.01,7180.08,763.7821,7193.8391689907370177960441859006646005451031125238
1577937600000,1536.0,7180.01,7201.0,7150.01,7150.04,911.7372,7152.4436539487475118926813559872296534571584882135
1577941200000,1529.0,7150.06,7152.0,7150.01,7150.02,960.2099,7150.1106599692421417442165509853626795557929573523
1577944800000,1530.0,7150.1,7150.1,7150.01,7150.04,1177.7719,7150.0534627723755338363905608547801148932148916102
1577948400000,1543.0,7150.05,7179.12,7150.01,7150.08,913.4396,7150.1072810955426062106350545783213252414281141304
1577952000000,1533.0,7150.08,7215.21,7150.01,7153.4,830.6067,7150.6054571158648250730460036019454213408102775959
1577955600000,1530.0,7153.4,7188.79,7150.01,7160.96,265.8009,7151.1566785740755580586822693226396148395283838392
1577959200000,1529.0,7160.99,7181.53,7155.42,7160.61,594.0442,7167.1791124751323218036637677802426149434671696147
1577962800000,1529.0,7160.6,7185.04,7150.01,7150.04,505.7226,7153.9534486811544510765387981474428866734450862983
1577966400000,1529.0,7150.03,7176.2,7150.01,7157.74,463.8294,7153.4706520996728538553183562749579910199741542903
1577970000000,1535.0,7157.7,7190.27,7150.0,7150.1,351.1838,7150.9906682768396492093314099340573226897140471742
1577973600000,1529.0,7150.1,7158.24,7150.01,7150.06,1312.605,7150.2597924798397080614503220694725374351004300608
1577977200000,1529.0,7150.05,7151.97,7150.01,7150.11,760.2482,7150.0749941545405829306797437994591766215296530791
1577980800000,1531.0,7150.14,7150.19,7101.01,7101.09,862.9206,7121.8286871260229504313606605289061357441229239399
1577984400000,1549.0,7101.1,7101.1,6934.78,6970.8,1173.2134,6992.7842005520905233438349749499963092818407972497
1577988000000,1530.0,6971.79,6988.99,6952.41,6975.7,231.7513,6969.2031643705989998761603494780827550913414509433
1577991600000,1530.0,6975.7,6995.24,6961.31,6983.78,204.0796,6978.8019821285420002783227720948100643082405100755
1577995200000,1529.0,6983.78,6983.79,6943.25,6949.39,487.4805,6966.7157111166497941968960809714439859645667877997
1577998800000,1529.0,6949.39,7005.98,6948.4,6990.05,385.4327,6978.9859224891920171796528940071768690098167591904
1578002400000,1530.0,6990.07,6990.1,6974.8,6980.06,1149.9044,6980.9823342914419668278510804898215886468475118453
1578006000000,1531.0,6980.04,7022.6,6953.84,6966.16,624.1981,6971.1090231658827542089602643776070449429435943493
1578009600000,1529.0,6966.2,6966.31,6917.31,6937.09,779.423,6951.5456255576240372685948451610999418800830871042
