kk,1451620800000,434.17899,434.81313,434.17899,434.81313,0.04699838
kk,1451631600000,434.45,434.45,434.45,434.45,8.006
kk,1451653200000,430.74,430.74,430.74,430.74,5.0
kk,1451664000000,434.96999,434.96999,434.96999,434.96999,1.26666412
kk,1451678400000,431.50531,431.50531,431.50531,431.50531,0.00231746
kk,1451689200000,431.5563,431.5563,431.50531,431.50531,0.0266
kk,1451692800000,434.0,434.99,434.0,434.99,0.566546
kk,1451707200000,434.94995,434.94996,431.51438,431.51438,5.08638212
kk,1451710800000,434.74999,434.75987,434.74999,434.75987,0.22955428
kk,1451721600000,431.54267,431.54267,430.32476,430.98001,1.79181345
kk,1451725200000,431.52055,431.54001,431.52055,431.54001,0.8654
kk,1451728800000,431.54001,432.91001,431.52055,431.53,2.32587125
kk,1451732400000,431.53,431.53,431.53,431.53,0.1259
kk,1451746800000,433.20996,433.20996,433.20996,433.20996,0.86
kk,1451750400000,431.1532,431.1532,431.1532,431.1532,0.21521
kk,1451754000000,433.21,434.99,433.21,434.99,8.86388
kk,1451757600000,432.38631,434.99,432.38631,434.99,0.84218424
kk,1451761200000,434.97998,434.99,434.97998,434.99,3.5672
kk,1451768400000,433.06922,433.06922,433.06922,433.06922,0.01078164
kk,1451775600000,432.41,434.99,432.36,434.98,1.40875919
kk,1451782800000,434.49,434.49,433.99,433.99,0.05992635
kk,1451826000000,425.71184,425.72,425.71184,425.72,0.05496
kk,1451836800000,425.72,425.72,424.47001,424.47001,0.488
kk,1451840400000,429.02999,429.13,429.02999,429.13,1.47381539
kk,1451844000000,429.13,429.13,425.73001,425.76,0.74469
kk,1451847600000,424.33909,424.33909,422.98,422.98,0.87652
kk,1451851200000,423.43,427.62959,423.43,427.62957,0.1562
kk,1451854800000,427.628,427.628,427.62,427.628,9.129
kk,1451862000000,428.17641,428.17641,426.57001,426.57001,10.62791781
kk,1451865600000,427.77001,427.77001,426.56,426.56,1.01370844
kk,1451869200000,429.1199,429.129,429.1199,429.129,0.47837877
kk,1451894400000,429.999,430.43235,429.999,430.43234,4.1
kk,1451905200000,430.75,430.75,429.0,430.74,0.3422
